,title,year,activity,agent
10253,Number 96,1974,Key cast:,Elisabeth Kirkby
10254,Number 96,1974,Key cast:,Jeff Kevin
10255,Number 96,1974,Key cast:,Elaine Lee
10256,Number 96,1974,Key cast:,Chard Hayward
10257,Number 96,1974,Key cast:,Bettina Welch
10258,Number 96,1974,Key cast:,Thelma Scott
10259,Number 96,1974,Key cast:,Harry Lawrence
10260,Number 96,1974,Key cast:,John Orcsik
10261,Number 96,1974,Key cast:,James Condon
10262,Number 96,1974,Key cast:,Patrick Ward
10263,Number 96,1974,Director/s:,Peter Benardos
10264,Number 96,1974,Producer/s:,Bill Harmon
10265,The Nun and the Bandit,1992,Key cast:,Gosia Dobrowolska
10266,The Nun and the Bandit,1992,Key cast:,Chris Haywood
10267,The Nun and the Bandit,1992,Key cast:,Victoria Eagger
10268,The Nun and the Bandit,1992,Key cast:,Charlotte Hughes Haywood
10269,The Nun and the Bandit,1992,Key cast:,Tom Lewis
10270,The Nun and the Bandit,1992,Key cast:,Scott Michael Stephenson
10271,The Nun and the Bandit,1992,Key cast:,Robert Menzies
10272,The Nun and the Bandit,1992,Key cast:,Eva Sitta
10273,The Nun and the Bandit,1992,Key cast:,Tony Llewellyn Jones
10274,The Nun and the Bandit,1992,Key cast:,John Flaus
10275,The Nun and the Bandit,1992,Director/s:,Paul Cox
10276,The Nun and the Bandit,1992,Producer/s:,Paul Ammitzboll
10277,The Nun and the Bandit,1992,Producer/s:,Paul Cox
10278,"Nuts, Bolts and Bedroom Springs",1975,Key cast:,Gary Young
10279,"Nuts, Bolts and Bedroom Springs",1975,Key cast:,Steve Michaels
10280,"Nuts, Bolts and Bedroom Springs",1975,Key cast:,Val Moore
10281,"Nuts, Bolts and Bedroom Springs",1975,Key cast:,Lyn Samson
10282,"Nuts, Bolts and Bedroom Springs",1975,Key cast:,Adrian Penning
10283,"Nuts, Bolts and Bedroom Springs",1975,Key cast:,Steve Sweeney
10284,"Nuts, Bolts and Bedroom Springs",1975,Key cast:,Wendy Talbot
10285,"Nuts, Bolts and Bedroom Springs",1975,Key cast:,Russell Mulcahy
10286,"Nuts, Bolts and Bedroom Springs",1975,Key cast:,Kim Newman
10287,"Nuts, Bolts and Bedroom Springs",1975,Key cast:,Don Evans
10288,"Nuts, Bolts and Bedroom Springs",1975,Key cast:,Carol Lane
10289,"Nuts, Bolts and Bedroom Springs",1975,Key cast:,Barbara Jackson
10290,"Nuts, Bolts and Bedroom Springs",1975,Director/s:,Gary Young
10291,"Nuts, Bolts and Bedroom Springs",1975,Producer/s:,Gary Young
10292,Occasional Coarse Language,1998,Key cast:,Sara Browne
10293,Occasional Coarse Language,1998,Key cast:,Astrid Grant
10294,Occasional Coarse Language,1998,Key cast:,Nicholas Bishop
10295,Occasional Coarse Language,1998,Key cast:,Michael Walker
10296,Occasional Coarse Language,1998,Key cast:,Lisa Denmeade
10297,Occasional Coarse Language,1998,Key cast:,Michelle Fillery
10298,Occasional Coarse Language,1998,Key cast:,Belinda Hoare
10299,Occasional Coarse Language,1998,Key cast:,Scott Hailstone
10300,Occasional Coarse Language,1998,Key cast:,Shannon Faith
10301,Occasional Coarse Language,1998,Key cast:,Samantha Wellington
10302,Occasional Coarse Language,1998,Key cast:,Tai Scrivener
10303,Occasional Coarse Language,1998,Key cast:,Barry Divola
10304,Occasional Coarse Language,1998,Key cast:,Dyanne Dray
10305,Occasional Coarse Language,1998,Key cast:,Brian Hawkins
10306,Occasional Coarse Language,1998,Key cast:,Scott Moon
10307,Occasional Coarse Language,1998,Director/s:,Brad Hayward
10308,Occasional Coarse Language,1998,Producer/s:,Brad Hayward
10309,Occasional Coarse Language,1998,Producer/s:,Trish Piper
10310,The Odd Angry Shot,1979,Key cast:,Graham Kennedy
10311,The Odd Angry Shot,1979,Key cast:,John Hargreaves
10312,The Odd Angry Shot,1979,Key cast:,John Jarratt
10313,The Odd Angry Shot,1979,Key cast:,Bryan Brown
10314,The Odd Angry Shot,1979,Key cast:,Richard Moir
10315,The Odd Angry Shot,1979,Key cast:,Ian Gilmour
10316,The Odd Angry Shot,1979,Key cast:,Graeme Blundell
10317,The Odd Angry Shot,1979,Key cast:,Graham Rouse
10318,The Odd Angry Shot,1979,Key cast:,John Allen
10319,The Odd Angry Shot,1979,Key cast:,Tony Barry
10320,The Odd Angry Shot,1979,Key cast:,Brandon Burke
10321,The Odd Angry Shot,1979,Key cast:,John Fitzgerald
10322,The Odd Angry Shot,1979,Key cast:,Mike Harris
10323,The Odd Angry Shot,1979,Key cast:,Johnny Garfield
10324,The Odd Angry Shot,1979,Key cast:,Ray Meagher
10325,The Odd Angry Shot,1979,Key cast:,Frankie J. Holden
10326,The Odd Angry Shot,1979,Key cast:,Brian Evis
10327,The Odd Angry Shot,1979,Key cast:,Max Cullen
10328,The Odd Angry Shot,1979,Director/s:,Tom Jeffrey
10329,The Odd Angry Shot,1979,Producer/s:,Sue Milliken
10330,The Odd Angry Shot,1979,Producer/s:,Tom Jeffrey
10331,The Office Picnic,1972,Key cast:,John Wood
10332,The Office Picnic,1972,Key cast:,Kate Fitzpatrick
10333,The Office Picnic,1972,Key cast:,Philip Deamer
10334,The Office Picnic,1972,Key cast:,Gay Steele
10335,The Office Picnic,1972,Key cast:,Patricia Kennedy
10336,The Office Picnic,1972,Key cast:,Ben Gabriel
10337,The Office Picnic,1972,Key cast:,Max Cullen
10338,The Office Picnic,1972,Key cast:,Anne Tait
10339,The Office Picnic,1972,Key cast:,Francis Flannigan
10340,The Office Picnic,1972,Key cast:,Graham Richards
10341,The Office Picnic,1972,Key cast:,Alex Grace
10342,The Office Picnic,1972,Key cast:,Graham Smith
10343,The Office Picnic,1972,Key cast:,Byron Kennedy
10344,The Office Picnic,1972,Key cast:,Elaine Smith
10345,The Office Picnic,1972,Key cast:,Don Jarry
10346,The Office Picnic,1972,Director/s:,Tom Cowan
10347,The Office Picnic,1972,Producer/s:,Tom Cowan
10348,The Old Man Who Read Love Stories,2000,Key cast:,Richard Dreyfuss
10349,The Old Man Who Read Love Stories,2000,Key cast:,Timothy Spall
10350,The Old Man Who Read Love Stories,2000,Key cast:,Hugo Weaving
10351,The Old Man Who Read Love Stories,2000,Key cast:,Cathy Tyson
10352,The Old Man Who Read Love Stories,2000,Key cast:,Victor Bottenbley
10353,The Old Man Who Read Love Stories,2000,Key cast:,Guillermo Toledo
10354,The Old Man Who Read Love Stories,2000,Key cast:,Luis Hostalot
10355,The Old Man Who Read Love Stories,2000,Key cast:,Federico Celada
10356,The Old Man Who Read Love Stories,2000,Key cast:,Jerome Ehlers
10357,The Old Man Who Read Love Stories,2000,Key cast:,Duncan Thompson
10358,The Old Man Who Read Love Stories,2000,Director/s:,Rolf de Heer
10359,The Old Man Who Read Love Stories,2000,Producer/s:,Michelle de Broca
10360,The Old Man Who Read Love Stories,2000,Producer/s:,Julie Ryan
10361,On My Own,1991,Key cast:,Judy Davis
10362,On My Own,1991,Key cast:,Matthew Ferguson
10363,On My Own,1991,Key cast:,David McIlwraith
10364,On My Own,1991,Key cast:,Nicholas van Burek
10365,On My Own,1991,Key cast:,Michel Melega
10366,On My Own,1991,Key cast:,Colin Fox
10367,On My Own,1991,Key cast:,Jan Rubeš
10368,On My Own,1991,Key cast:,Rachel Blanchard
10369,On My Own,1991,Key cast:,Lanna MacKary
10370,On My Own,1991,Director/s:,Antonio Tibaldi
10371,On My Own,1991,Producer/s:,Leo Pescarolo
10372,On Our Selection,1932,Key cast:,Bert Bailey
10373,On Our Selection,1932,Key cast:,Fred MacDonald
10374,On Our Selection,1932,Key cast:,Alfreda Bevan
10375,On Our Selection,1932,Key cast:,John McGowan
10376,On Our Selection,1932,Key cast:,Molly Raynor
10377,On Our Selection,1932,Key cast:,Richard Fair
10378,On Our Selection,1932,Key cast:,John Warwick
10379,On Our Selection,1932,Key cast:,Billy Driscoll
10380,On Our Selection,1932,Key cast:,Lilias Adeson
10381,On Our Selection,1932,Key cast:,Len Budrick
10382,On Our Selection,1932,Key cast:,Bobbie Beaumont
10383,On Our Selection,1932,Key cast:,Ossie Wenban
10384,On Our Selection,1932,Key cast:,Fred Kerry
10385,On Our Selection,1932,Key cast:,Dorothy Dunkley
10386,On Our Selection,1932,Key cast:,Fred Browne
10387,On Our Selection,1932,Key cast:,Arthur Dodds
10388,On Our Selection,1932,Director/s:,Ken G. Hall
10389,On Our Selection,1932,Producer/s:,Bert Bailey
10390,On the Beach,1959,Key cast:,Gregory Peck
10391,On the Beach,1959,Key cast:,Ava Gardner
10392,On the Beach,1959,Key cast:,Fred Astaire
10393,On the Beach,1959,Key cast:,Anthony Perkins
10394,On the Beach,1959,Key cast:,Donna Anderson
10395,On the Beach,1959,Key cast:,John Tate
10396,On the Beach,1959,Key cast:,Harp McGuire
10397,On the Beach,1959,Key cast:,Lola Brooks
10398,On the Beach,1959,Key cast:,Ken Wayne
10399,On the Beach,1959,Key cast:,Guy Doleman
10400,On the Beach,1959,Key cast:,Richard Meikle
10401,On the Beach,1959,Key cast:,John Meillon
10402,On the Beach,1959,Key cast:,Joe McCormick
10403,On the Beach,1959,Key cast:,Lou Vernon
10404,On the Beach,1959,Key cast:,Kevin Brennan
10405,On the Beach,1959,Key cast:,Basil Buller-Murphy
10406,On the Beach,1959,Key cast:,John Casson
10407,On the Beach,1959,Key cast:,Paddy Moran
